timestamp,Air pressure,Total acceleration,Altitude
1.1,101000.0,45.051,28.793
1.15,101000.0,44.397,31.484
1.2,100900.0,43.738,34.286
1.25,100900.0,43.072,37.197
1.3,100900.0,42.401,40.216
1.35,100800.0,41.726,43.34
1.4,100800.0,41.048,46.569
1.45,100700.0,40.366,49.9
1.5,100700.0,39.68,53.332
1.55,100700.0,38.915,56.863
1.6,100600.0,38.147,60.491
1.65,100600.0,37.376,64.214
1.7,100500.0,36.602,68.031
1.75,100500.0,35.825,71.938
1.8,100400.0,35.049,75.935
1.85,100400.0,34.27,80.019
1.9,100300.0,33.485,84.188
1.95,100300.0,32.702,88.44
2.0,100200.0,31.915,92.774
2.05,100200.0,31.255,97.187
2.1,100100.0,30.594,101.678
2.15,100100.0,29.929,106.246
2.2,100000.0,29.266,110.887
2.25,99970.0,28.603,115.602
2.3,99910.0,27.941,120.388
2.35,99860.0,27.278,125.244
2.4,99800.0,26.615,130.168
2.45,99740.0,25.955,135.159
2.5,99680.0,25.294,140.214
2.55,99620.0,24.745,145.332
2.6,99560.0,24.198,150.512
2.65,99500.0,23.651,155.753
2.7,99440.0,23.105,161.053
2.75,99370.0,22.559,166.41
2.8,99310.0,22.015,171.824
2.85,99250.0,21.476,177.293
2.9,99180.0,20.939,182.816
2.95,99120.0,20.406,188.39
3.0,99050.0,19.874,194.016
3.05,98980.0,19.086,199.691
3.1,98920.0,18.291,205.413
3.15,98850.0,18.436,211.181
3.2,98780.0,13.238,216.993
3.25,98710.0,7.839,222.837
3.3,98640.0,2.53,228.701
3.35,98570.0,1.764,234.571
3.4,98510.0,5.564,240.437
3.45,98440.0,9.452,246.289
3.5,98370.0,10.311,252.119
3.55,98300.0,11.165,257.923
3.6,98230.0,12.015,263.699
3.65,98160.0,13.211,269.445
3.7,98100.0,14.402,275.158
3.75,98030.0,15.166,280.836
3.8,97970.0,15.926,286.475
3.85,97900.0,16.033,292.075
3.9,97830.0,16.14,297.635
3.95,97770.0,16.248,303.154
4.0,97710.0,16.357,308.633
4.05,97640.0,16.466,314.071
4.1,97580.0,16.362,319.468
4.15,97520.0,16.262,324.824
4.2,97450.0,16.16,330.139
4.25,97390.0,16.067,335.414
4.3,97330.0,15.968,340.649
4.35,97270.0,15.877,345.844
4.4,97210.0,15.787,351.0
4.45,97150.0,15.683,356.115
4.5,97090.0,15.591,361.192
4.55,97030.0,15.498,366.23
4.6,96970.0,15.408,371.228
4.65,96910.0,15.304,376.189
4.7,96860.0,15.214,381.111
4.75,96800.0,15.124,385.995
4.8,96740.0,15.035,390.841
4.85,96680.0,14.949,395.65
4.9,96630.0,14.864,400.421
4.95,96570.0,14.781,405.155
5.0,96520.0,14.699,409.852
5.05,96460.0,14.619,414.513
5.1,96410.0,14.541,419.137
5.15,96360.0,14.463,423.725
5.2,96300.0,14.388,428.276
5.25,96250.0,14.312,432.792
5.3,96200.0,14.237,437.271
5.35,96140.0,14.164,441.716
5.4,96090.0,14.092,446.124
5.45,96040.0,14.021,450.498
5.5,95990.0,13.952,454.837
5.55,95940.0,13.884,459.14
5.6,95890.0,13.818,463.409
5.65,95840.0,13.754,467.644
5.7,95790.0,13.686,471.844
5.75,95740.0,13.623,476.01
5.8,95690.0,13.557,480.142
5.85,95650.0,13.496,484.24
5.9,95600.0,13.436,488.304
5.95,95550.0,13.375,492.335
6.0,95500.0,13.315,496.332
6.05,95460.0,13.255,500.296
6.1,95410.0,13.197,504.226
6.15,95370.0,13.136,508.124
6.2,95330.0,13.077,511.989
6.25,95280.0,13.022,515.821
6.3,95240.0,12.96,519.621
6.35,95200.0,12.905,523.388
6.4,95160.0,12.85,527.124
6.45,95120.0,12.795,530.826
6.5,95080.0,12.743,534.497
6.55,95030.0,12.691,538.137
6.6,94990.0,12.638,541.744
6.65,94950.0,12.589,545.32
6.7,94910.0,12.537,548.864
6.75,94880.0,12.487,552.377
6.8,94840.0,12.438,555.859
6.85,94800.0,12.391,559.31
6.9,94760.0,12.344,562.729
6.95,94720.0,12.299,566.118
7.0,94680.0,12.254,569.476
7.05,94650.0,12.21,572.804
7.1,94610.0,12.164,576.101
7.15,94570.0,12.118,579.367
7.2,94540.0,12.077,582.604
7.25,94500.0,12.038,585.81
7.3,94470.0,11.997,588.986
7.35,94430.0,11.959,592.132
7.4,94400.0,11.913,595.248
7.45,94360.0,11.872,598.334
7.5,94330.0,11.833,601.391
7.55,94290.0,11.797,604.418
7.6,94260.0,11.755,607.416
7.65,94230.0,11.712,610.384
7.7,94190.0,11.678,613.323
7.75,94160.0,11.639,616.232
7.8,94130.0,11.604,619.113
7.85,94100.0,11.563,621.965
7.9,94070.0,11.527,624.787
7.95,94040.0,11.494,627.581
8.0,94000.0,11.457,630.346
8.05,93970.0,11.422,633.083
8.1,93940.0,11.384,635.791
8.15,93910.0,11.349,638.47
8.2,93880.0,11.313,641.122
8.25,93850.0,11.278,643.744
8.3,93830.0,11.247,646.339
8.35,93800.0,11.214,648.906
8.4,93770.0,11.184,651.444
8.45,93740.0,11.151,653.955
8.5,93710.0,11.12,656.438
8.55,93690.0,11.091,658.892
8.6,93660.0,11.061,661.32
8.65,93630.0,11.032,663.719
8.7,93610.0,11.006,666.091
8.75,93580.0,10.978,668.436
8.8,93550.0,10.951,670.753
8.85,93530.0,10.925,673.042
8.9,93500.0,10.901,675.305
8.95,93480.0,10.875,677.54
9.0,93450.0,10.848,679.748
9.05,93430.0,10.822,681.929
9.1,93400.0,10.795,684.082
9.15,93380.0,10.766,686.209
9.2,93360.0,10.745,688.309
9.25,93330.0,10.72,690.382
9.3,93310.0,10.697,692.428
9.35,93290.0,10.674,694.448
9.4,93270.0,10.65,696.44
9.45,93240.0,10.63,698.407
9.5,93220.0,10.611,700.346
9.55,93200.0,10.589,702.259
9.6,93180.0,10.564,704.146
9.65,93160.0,10.542,706.006
9.7,93140.0,10.516,707.84
9.75,93120.0,10.496,709.647
9.8,93100.0,10.475,711.429
9.85,93080.0,10.456,713.184
9.9,93060.0,10.436,714.913
9.95,93040.0,10.419,716.616
10.0,93020.0,10.402,718.293
10.05,93000.0,10.381,719.943
10.1,92990.0,10.363,721.568
10.15,92970.0,10.345,723.167
10.2,92950.0,10.329,724.74
10.25,92930.0,10.31,726.288
10.3,92920.0,10.294,727.809
10.35,92900.0,10.278,729.305
10.4,92880.0,10.261,730.775
10.45,92870.0,10.248,732.22
10.5,92850.0,10.234,733.639
10.55,92830.0,10.218,735.032
10.6,92820.0,10.205,736.4
10.65,92800.0,10.189,737.742
10.7,92790.0,10.176,739.058
10.75,92780.0,10.16,740.35
10.8,92760.0,10.149,741.616
10.85,92750.0,10.136,742.856
10.9,92730.0,10.122,744.071
10.95,92720.0,10.107,745.261
11.0,92710.0,10.092,746.426
11.05,92690.0,10.078,747.565
11.1,92680.0,10.066,748.68
11.15,92670.0,10.054,749.769
11.2,92660.0,10.043,750.832
11.25,92650.0,10.031,751.871
11.3,92640.0,10.02,752.885
11.35,92620.0,10.008,753.874
11.4,92610.0,9.998,754.837
11.45,92600.0,9.985,755.776
11.5,92590.0,9.976,756.69
11.55,92580.0,9.965,757.578
11.6,92570.0,9.956,758.442
11.65,92560.0,9.944,759.281
11.7,92550.0,9.935,760.095
11.75,92550.0,9.925,760.885
11.8,92540.0,9.915,761.649
11.85,92530.0,9.905,762.389
11.9,92520.0,9.898,763.104
11.95,92510.0,9.889,763.794
12.0,92510.0,9.883,764.459
12.05,92500.0,9.876,765.1
12.1,92490.0,9.865,765.716
12.15,92490.0,9.857,766.307
12.2,92480.0,9.848,766.874
12.25,92470.0,9.846,767.416
12.3,92470.0,9.832,767.934
12.35,92460.0,9.828,768.427
12.4,92460.0,9.817,768.895
12.45,92450.0,9.808,769.339
12.5,92450.0,9.798,769.758
12.55,92440.0,9.787,770.153
12.6,92440.0,9.776,770.524
12.65,92430.0,9.766,770.87
12.7,92430.0,9.755,771.191
12.75,92430.0,9.751,771.488
12.8,92420.0,9.747,771.761
12.85,92420.0,9.734,772.01
12.9,92420.0,9.724,772.234
12.95,92420.0,9.723,772.434
13.0,92420.0,9.713,772.609
13.05,92410.0,9.703,772.761
13.1,92410.0,9.703,772.888
13.15,92410.0,9.788,772.991
13.2,92410.0,9.789,773.069
13.25,92410.0,9.786,773.123
13.3,92410.0,9.782,773.153
13.35,92410.0,9.78,773.158
13.4,92410.0,9.779,773.138
13.45,92410.0,9.775,773.095
13.5,92410.0,9.768,773.026
13.55,92410.0,9.76,772.934
13.6,92410.0,9.751,772.817
13.65,92410.0,9.743,772.675
13.7,92420.0,9.738,772.509
13.75,92420.0,9.726,772.319
13.8,92420.0,9.712,772.105
13.85,92420.0,9.695,771.866
13.9,92430.0,9.676,771.603
13.95,92430.0,9.658,771.316
14.0,92430.0,9.629,771.005
14.05,92440.0,9.596,770.669
14.1,92440.0,9.572,770.31
14.15,92450.0,9.534,769.927
14.2,92450.0,9.495,769.52
14.25,92450.0,9.434,769.089
14.3,92460.0,9.378,768.635
14.35,92460.0,7.488,768.158
14.484,92480.0,7.041,766.785
14.626,92500.0,6.549,765.185
14.778,92520.0,6.022,763.314
14.944,92540.0,5.454,761.116
15.128,92570.0,4.84,758.509
15.334,92610.0,4.188,755.371
15.573,92650.0,3.494,751.511
15.859,92710.0,2.74,746.61
16.224,92780.0,2.018,740.011
16.72,92880.0,1.172,730.589
17.22,92990.0,0.813,720.728
17.72,93110.0,0.542,710.666
18.22,93220.0,0.336,700.496
18.72,93340.0,0.279,690.27
19.22,93450.0,0.132,680.016
19.72,93560.0,0.196,669.748
20.22,93680.0,0.017,659.476
20.72,93790.0,0.109,649.204
21.22,93910.0,0.027,638.934
21.72,94020.0,0.204,628.667
22.22,94140.0,0.12,618.406
22.72,94250.0,0.096,608.148
23.22,94370.0,0.025,597.896
23.72,94480.0,0.026,587.648
24.22,94600.0,0.021,577.406
24.72,94710.0,0.035,567.168
25.22,94820.0,0.02,556.935
25.72,94940.0,0.118,546.707
26.22,95050.0,0.034,536.484
26.72,95170.0,0.112,526.266
27.22,95280.0,0.159,516.053
27.72,95400.0,0.07,505.845
28.22,95510.0,0.041,495.642
28.72,95630.0,0.02,485.443
29.22,95750.0,0.045,475.25
29.72,95870.0,0.096,465.062
30.22,95990.0,0.028,454.879
30.72,96110.0,0.021,444.701
31.22,96230.0,0.07,434.528
31.72,96350.0,0.037,424.36
32.22,96470.0,0.102,414.198
32.72,96590.0,0.144,404.04
33.22,96710.0,0.099,393.888
33.72,96820.0,0.044,383.741
34.22,96940.0,0.082,373.599
34.72,97060.0,0.027,363.462
35.22,97180.0,0.058,353.33
35.72,97300.0,0.162,343.203
36.22,97420.0,0.093,333.081
36.72,97540.0,0.194,322.964
37.22,97660.0,0.021,312.852
37.72,97770.0,0.08,302.746
38.22,97890.0,0.123,292.644
38.72,98010.0,0.168,282.547
39.22,98130.0,0.147,272.455
39.72,98250.0,0.106,262.368
40.22,98370.0,0.148,252.286
40.72,98480.0,0.023,242.209
41.22,98600.0,0.089,232.137
41.72,98720.0,0.159,222.07
42.22,98840.0,0.061,212.007
42.72,98960.0,0.064,201.949
43.22,99070.0,0.076,191.897
43.72,99190.0,0.019,181.849
44.22,99310.0,0.078,171.805
44.72,99430.0,0.039,161.767
45.22,99550.0,0.096,151.733
45.72,99660.0,0.071,141.704
45.721,99660.0,442.781,141.684
45.723,99660.0,398.767,141.64
45.726,99660.0,357.004,141.593
45.728,99660.0,317.492,141.544
45.731,99670.0,280.231,141.492
45.735,99670.0,245.221,141.437
45.739,99670.0,212.462,141.377
45.744,99670.0,181.954,141.313
45.749,99670.0,153.697,141.244
45.756,99670.0,127.692,141.169
45.764,99670.0,103.938,141.087
45.773,99670.0,82.436,140.995
45.785,99670.0,63.184,140.891
45.801,99670.0,46.185,140.771
45.823,99680.0,31.434,140.63
45.855,99680.0,18.933,140.453
45.908,99680.0,8.687,140.212
46.017,99690.0,1.025,139.82
46.16,99690.0,0.158,139.387
46.311,99700.0,0.25,138.943
46.461,99700.0,0.664,138.499
46.612,99710.0,0.446,138.055
46.762,99710.0,0.838,137.61
46.913,99720.0,0.093,137.167
47.063,99720.0,0.163,136.722
47.214,99730.0,1.024,136.278
47.364,99730.0,0.923,135.835
47.515,99740.0,0.551,135.391
47.666,99740.0,0.863,134.946
47.816,99750.0,0.344,134.503
47.967,99750.0,0.041,134.058
48.117,99760.0,0.751,133.614
48.268,99760.0,0.146,133.171
48.418,99770.0,0.387,132.726
48.569,99770.0,0.698,132.283
48.719,99780.0,0.588,131.839
48.87,99780.0,0.027,131.395
49.02,99790.0,0.035,130.951
49.171,99790.0,0.287,130.507
49.321,99800.0,0.456,130.064
49.472,99800.0,0.401,129.62
49.622,99810.0,0.136,129.176
49.772,99820.0,0.005,128.732
49.923,99820.0,0.175,128.289
50.073,99830.0,0.488,127.845
50.224,99830.0,0.857,127.401
50.374,99840.0,0.687,126.958
50.525,99840.0,0.258,126.514
50.675,99850.0,0.302,126.07
50.826,99850.0,0.287,125.627
51.326,99870.0,0.134,124.152
51.476,99870.0,0.559,123.708
51.626,99880.0,0.783,123.265
51.777,99880.0,0.244,122.822
51.927,99890.0,1.321,122.378
52.078,99890.0,0.719,121.935
52.229,99900.0,0.531,121.491
52.379,99910.0,0.561,121.048
52.53,99910.0,0.521,120.604
52.68,99920.0,1.565,120.161
52.83,99920.0,0.215,119.719
52.982,99930.0,0.629,119.274
53.132,99930.0,0.16,118.831
53.282,99940.0,0.385,118.388
53.433,99940.0,0.185,117.944
53.583,99950.0,0.24,117.501
53.733,99950.0,0.03,117.058
53.884,99960.0,0.875,116.615
54.034,99960.0,0.155,116.172
54.184,99970.0,0.041,115.728
54.335,99970.0,0.038,115.285
54.485,99980.0,0.013,114.842
54.635,99980.0,0.415,114.399
54.786,99990.0,0.036,113.956
54.936,99990.0,0.34,113.513
55.086,100000.0,0.853,113.07
55.236,100000.0,0.979,112.627
55.387,100000.0,1.129,112.184
55.538,100000.0,0.104,111.741
55.688,100000.0,0.386,111.297
55.839,100000.0,0.013,110.855
55.989,100000.0,0.289,110.412
56.139,100000.0,0.46,109.969
56.289,100000.0,0.144,109.526
56.44,100000.0,0.483,109.083
56.59,100100.0,0.135,108.64
56.74,100100.0,0.218,108.197
56.89,100100.0,0.62,107.754
57.041,100100.0,1.083,107.312
57.191,100100.0,1.298,106.869
57.342,100100.0,0.204,106.427
57.493,100100.0,0.539,105.983
57.643,100100.0,0.555,105.54
57.793,100100.0,1.138,105.098
57.943,100100.0,0.091,104.655
58.094,100100.0,0.108,104.212
58.244,100100.0,0.491,103.769
58.394,100100.0,0.809,103.327
58.545,100100.0,0.121,102.884
58.695,100100.0,0.368,102.441
58.845,100100.0,0.59,101.999
58.996,100100.0,0.274,101.556
59.146,100100.0,0.459,101.114
59.296,100100.0,0.311,100.671
59.446,100100.0,0.387,100.229
59.597,100200.0,0.535,99.786
59.747,100200.0,0.284,99.344
59.897,100200.0,0.126,98.901
60.047,100200.0,0.302,98.459
60.197,100200.0,0.054,98.016
60.348,100200.0,0.337,97.574
60.498,100200.0,0.288,97.131
60.648,100200.0,0.47,96.689
60.798,100200.0,0.781,96.247
60.948,100200.0,0.474,95.805
61.099,100200.0,0.067,95.362
61.249,100200.0,1.235,94.92
61.399,100200.0,0.077,94.478
61.55,100200.0,0.006,94.035
61.7,100200.0,0.584,93.593
61.85,100200.0,0.447,93.151
62.0,100200.0,0.444,92.709
62.15,100200.0,0.43,92.266
62.301,100200.0,0.255,91.824
62.451,100300.0,0.431,91.382
62.601,100300.0,0.298,90.94
62.751,100300.0,0.462,90.498
62.901,100300.0,0.041,90.056
63.051,100300.0,0.303,89.613
63.201,100300.0,0.174,89.171
63.352,100300.0,0.083,88.729
63.502,100300.0,0.122,88.287
63.652,100300.0,0.354,87.845
63.802,100300.0,0.291,87.403
63.952,100300.0,0.074,86.961
64.102,100300.0,0.453,86.519
64.252,100300.0,0.087,86.078
64.402,100300.0,0.124,85.635
64.552,100300.0,0.204,85.194
64.702,100300.0,0.62,84.752
64.852,100300.0,0.392,84.31
65.003,100300.0,0.743,83.868
65.153,100300.0,0.28,83.426
65.303,100400.0,0.457,82.984
65.453,100400.0,0.41,82.543
65.603,100400.0,0.34,82.101
65.753,100400.0,1.064,81.659
65.903,100400.0,0.368,81.218
66.054,100400.0,0.042,80.776
66.204,100400.0,0.135,80.334
66.354,100400.0,1.114,79.892
66.504,100400.0,0.605,79.451
66.654,100400.0,0.599,79.009
66.805,100400.0,0.344,78.567
66.955,100400.0,0.042,78.126
67.105,100400.0,0.299,77.684
67.255,100400.0,0.209,77.243
67.405,100400.0,0.876,76.801
67.555,100400.0,0.688,76.36
67.705,100400.0,0.984,75.918
67.855,100400.0,0.718,75.477
68.006,100400.0,0.253,75.035
68.156,100500.0,0.034,74.593
68.306,100500.0,0.003,74.152
68.456,100500.0,0.389,73.711
68.606,100500.0,0.598,73.269
68.756,100500.0,0.479,72.828
68.906,100500.0,0.152,72.387
69.056,100500.0,0.072,71.945
69.206,100500.0,0.823,71.504
69.356,100500.0,0.569,71.063
69.506,100500.0,0.096,70.621
69.656,100500.0,0.745,70.18
69.806,100500.0,0.281,69.739
69.956,100500.0,0.196,69.297
70.106,100500.0,0.085,68.856
70.256,100500.0,0.768,68.415
70.406,100500.0,0.554,67.974
70.556,100500.0,0.782,67.533
70.706,100500.0,0.327,67.092
70.857,100500.0,0.36,66.65
71.007,100500.0,0.116,66.209
71.156,100600.0,0.334,65.768
71.306,100600.0,0.143,65.327
71.456,100600.0,0.42,64.886
71.606,100600.0,0.3,64.445
71.756,100600.0,0.026,64.004
71.906,100600.0,0.391,63.563
72.056,100600.0,0.21,63.122
72.206,100600.0,0.326,62.681
72.356,100600.0,0.231,62.24
72.506,100600.0,0.317,61.799
72.656,100600.0,0.35,61.358
72.806,100600.0,0.875,60.917
72.956,100600.0,1.032,60.477
73.106,100600.0,0.053,60.036
73.256,100600.0,0.969,59.595
73.406,100600.0,0.082,59.154
73.556,100600.0,0.086,58.713
73.706,100600.0,0.67,58.272
73.856,100600.0,0.244,57.832
74.006,100700.0,0.64,57.391
74.156,100700.0,0.296,56.95
74.306,100700.0,0.01,56.509
74.456,100700.0,0.236,56.069
74.606,100700.0,0.299,55.628
74.756,100700.0,0.471,55.187
74.905,100700.0,0.359,54.747
75.055,100700.0,0.151,54.306
75.205,100700.0,0.162,53.865
75.355,100700.0,0.95,53.425
75.505,100700.0,0.389,52.985
75.655,100700.0,0.241,52.544
75.805,100700.0,0.475,52.103
75.955,100700.0,0.568,51.663
76.105,100700.0,0.042,51.222
76.255,100700.0,0.623,50.782
76.404,100700.0,0.299,50.341
76.554,100700.0,0.52,49.901
76.704,100700.0,0.118,49.461
76.854,100800.0,0.878,49.02
77.004,100800.0,0.234,48.58
77.154,100800.0,0.685,48.139
77.304,100800.0,0.363,47.699
77.454,100800.0,0.758,47.259
77.604,100800.0,0.645,46.819
77.754,100800.0,0.023,46.378
77.904,100800.0,0.202,45.938
78.053,100800.0,0.023,45.497
78.203,100800.0,0.325,45.057
78.353,100800.0,0.261,44.617
78.503,100800.0,0.534,44.177
78.653,100800.0,0.331,43.737
78.802,100800.0,0.163,43.296
78.952,100800.0,0.132,42.856
79.102,100800.0,0.365,42.416
79.252,100800.0,0.533,41.976
79.402,100800.0,0.136,41.536
79.551,100800.0,0.042,41.096
79.701,100800.0,0.288,40.656
79.851,100900.0,0.048,40.216
80.001,100900.0,0.331,39.776
80.15,100900.0,0.064,39.336
80.3,100900.0,0.462,38.896
80.45,100900.0,0.744,38.456
80.6,100900.0,0.895,38.016
80.75,100900.0,0.401,37.576
80.9,100900.0,0.515,37.136
81.05,100900.0,0.418,36.696
81.199,100900.0,0.795,36.256
81.349,100900.0,0.064,35.817
81.499,100900.0,0.26,35.377
81.649,100900.0,0.924,34.937
81.798,100900.0,1.154,34.497
81.949,100900.0,1.282,34.058
82.099,100900.0,0.787,33.618
82.249,100900.0,0.415,33.178
82.399,100900.0,0.537,32.738
82.549,100900.0,0.497,32.298
82.699,101000.0,0.538,31.859
82.848,101000.0,1.021,31.419
82.998,101000.0,0.248,30.98
83.148,101000.0,0.017,30.54
83.298,101000.0,0.582,30.1
83.448,101000.0,0.358,29.66
83.597,101000.0,0.224,29.221
83.747,101000.0,1.851,28.781
83.897,101000.0,0.186,28.343
84.048,101000.0,0.404,27.902
84.197,101000.0,0.484,27.463
84.347,101000.0,0.66,27.023
84.497,101000.0,0.127,26.584
84.647,101000.0,0.459,26.144
84.796,101000.0,0.444,25.705
84.946,101000.0,0.942,25.265
85.096,101000.0,1.053,24.826
85.246,101000.0,0.411,24.387
85.396,101000.0,0.144,23.947
85.545,101000.0,1.191,23.508
85.695,101100.0,0.797,23.069
85.845,101100.0,0.139,22.629
85.995,101100.0,0.265,22.19
86.145,101100.0,0.203,21.751
86.294,101100.0,0.229,21.311
86.444,101100.0,0.24,20.872
86.593,101100.0,0.583,20.433
86.743,101100.0,0.677,19.994
86.893,101100.0,0.21,19.555
87.043,101100.0,0.061,19.115
87.192,101100.0,1.351,18.676
87.342,101100.0,0.205,18.238
87.492,101100.0,0.626,17.798
87.642,101100.0,0.081,17.359
87.791,101100.0,0.86,16.92
87.941,101100.0,0.092,16.481
88.091,101100.0,0.049,16.042
88.24,101100.0,0.304,15.603
88.39,101100.0,0.364,15.164
88.54,101200.0,0.499,14.725
88.689,101200.0,0.496,14.286
88.839,101200.0,0.046,13.847
88.988,101200.0,0.354,13.408
89.138,101200.0,0.74,12.969
89.288,101200.0,0.262,12.53
89.437,101200.0,0.049,12.091
89.587,101200.0,0.386,11.652
89.736,101200.0,0.039,11.213
89.886,101200.0,0.504,10.774
90.036,101200.0,0.41,10.336
90.185,101200.0,0.424,9.897
90.335,101200.0,1.019,9.458
90.484,101200.0,1.183,9.02
90.634,101200.0,0.286,8.581
90.784,101200.0,0.453,8.142
90.934,101200.0,0.367,7.703
91.084,101200.0,0.624,7.265
91.233,101200.0,0.1,6.826
91.383,101300.0,0.205,6.387
91.532,101300.0,0.506,5.949
91.682,101300.0,0.718,5.51
91.831,101300.0,0.414,5.072
91.981,101300.0,0.805,4.633
92.131,101300.0,0.158,4.195
92.28,101300.0,0.217,3.756
92.43,101300.0,0.382,3.317
92.579,101300.0,0.146,2.879
92.729,101300.0,0.445,2.44
92.878,101300.0,0.393,2.002
93.028,101300.0,0.011,1.563
93.177,101300.0,0.577,1.125
93.561,101300.0,0.37,0.0
